id	pregunta	tipo	id_tema	created_at	updated_at	id_imagen	id	opcion	id_pregunta	esrespuesta	created_at	updated_at
121865	D011.\nLos datos en la siguiente tabla corresponden a una relación ______. 	1	193	NULL	NULL	NULL	219837	inversa	121865	1	NULL	NULL
121866	D011.\nLa siguiente expresión es una función en forma algebraica. 	3	193	NULL	NULL	NULL	219838	verdadero	121866	1	NULL	NULL
121867	D011.\nLa forma verbal de una función es la forma más sencilla de representar una función	3	193	NULL	NULL	NULL	219839	falso	121867	1	NULL	NULL
121868	D011.\nEl perímetro de un triangulo equilátero que es 3L. La funcion del área de dicho triangulo se expresa de la siguiente manera: 	3	193	NULL	NULL	NULL	219840	verdadero	121868	1	NULL	NULL
121869	D011.\nSeleccione la fórmula que corresponda para obtener el área sombreada de la siguiente figura. 	4	193	NULL	NULL	NULL	219993	4*4(π)cm²	121869	0	NULL	NULL
121869	D011.\nSeleccione la fórmula que corresponda para obtener el área sombreada de la siguiente figura. 	4	193	NULL	NULL	NULL	219994	(4-π)cm²	121869	0	NULL	NULL
121869	D011.\nSeleccione la fórmula que corresponda para obtener el área sombreada de la siguiente figura. 	4	193	NULL	NULL	NULL	219995	4(4-π)cm²	121869	1	NULL	NULL
121870	D013.\nLa representación geométrica de f(x) = ax + b corresponde a una ____.	1	44	NULL	NULL	NULL	219844	recta	121870	1	NULL	NULL
121871	D013.\n¿Qué condición debe cumplir la función f(x} = ax+ b, para afirmar que representa una recta inclinada a la izquierda? 	4	44	NULL	NULL	NULL	219845	a>0	121871	0	NULL	NULL
121871	D013.\n¿Qué condición debe cumplir la función f(x} = ax+ b, para afirmar que representa una recta inclinada a la izquierda? 	4	44	NULL	NULL	NULL	219846	a<0	121871	1	NULL	NULL
121871	D013.\n¿Qué condición debe cumplir la función f(x} = ax+ b, para afirmar que representa una recta inclinada a la izquierda? 	4	44	NULL	NULL	NULL	219847	a=0	121871	0	NULL	NULL
121871	D013.\n¿Qué condición debe cumplir la función f(x} = ax+ b, para afirmar que representa una recta inclinada a la izquierda? 	4	44	NULL	NULL	NULL	219848	a≥0	121871	0	NULL	NULL
121871	D013.\n¿Qué condición debe cumplir la función f(x} = ax+ b, para afirmar que representa una recta inclinada a la izquierda? 	4	44	NULL	NULL	NULL	219849	a≤0	121871	0	NULL	NULL
121872	D013.\nConsidere f(x)= ½ x + 1. ¿Cuál es el valor de la ordenada de A(½, f(x)? \nExpresa tu respuesta en fracción.	2	44	NULL	NULL	NULL	219850	5/4	121872	1	NULL	NULL
121873	D013.\nConsidere f(x)=x. ¿Cuál es su ángulo de inclinación? 	2	44	NULL	NULL	NULL	219851	45	121873	1	NULL	NULL
121874	D011.\nUna recta con pendiente positiva representa a una función decreciente.	3	44	NULL	NULL	NULL	219852	falso	121874	1	NULL	NULL
121875	D013. \nDetermina la ecuación que corresponde a una recta paralela a f(x)=⅔x+1	4	44	NULL	NULL	NULL	219853	y=2x+1	121875	0	NULL	NULL
121875	D013. \nDetermina la ecuación que corresponde a una recta paralela a f(x)=⅔x+1	4	44	NULL	NULL	NULL	219854	y=⅓x+2	121875	0	NULL	NULL
121875	D013. \nDetermina la ecuación que corresponde a una recta paralela a f(x)=⅔x+1	4	44	NULL	NULL	NULL	219855	y=-⅔x + ⅔	121875	0	NULL	NULL
121875	D013. \nDetermina la ecuación que corresponde a una recta paralela a f(x)=⅔x+1	4	44	NULL	NULL	NULL	219856	y=⅔x - ⅓	121875	1	NULL	NULL
121876	D013.\nUna recta pasa por los puntos A(3,4) y B(-1,5).\nObtener su ordenada al origen.\nExpresa tu respuesta en fracción. 	2	44	NULL	NULL	NULL	219857	19/4	121876	1	NULL	NULL
121877	D015. \nEs el conjunto de parejas ordenadas, tales que dos parejas distintas no pueden tener el mismo primer elemento.	1	41	NULL	NULL	NULL	219858	funcion	121877	1	NULL	NULL
121878	D015. \nSi f(x)= x² + 2x + 5 entonces f(-1) es igual a: 	2	41	NULL	NULL	NULL	219859	4	121878	1	NULL	NULL
121879	D015.\nObtén f(½) para la siguiente función:	2	41	NULL	NULL	NULL	219860	-3	121879	1	NULL	NULL
121880	D015.\nLa siguiente imagen representa una función:	3	41	NULL	NULL	NULL	219861	falso	121880	1	NULL	NULL
121881	D015.\nCuando una recta paralela al eje de las ordenadas corta a una gráfica en dos o más puntos, decimos que la gráfica corresponde a una función	3	41	NULL	NULL	NULL	219862	falso	121881	1	NULL	NULL
121882	D015.\nEl volumen de una caja sin tapa de lado x es 	4	41	NULL	NULL	NULL	219863	v(x)= x³	121882	1	NULL	NULL
121882	D015.\nEl volumen de una caja sin tapa de lado x es 	4	41	NULL	NULL	NULL	219864	v(x)= 3x + c	121882	0	NULL	NULL
121882	D015.\nEl volumen de una caja sin tapa de lado x es 	4	41	NULL	NULL	NULL	219865	v(x)= -x³+1	121882	0	NULL	NULL
121882	D015.\nEl volumen de una caja sin tapa de lado x es 	4	41	NULL	NULL	NULL	219866	v(x)= 5x³	121882	0	NULL	NULL
121883	D015.\nEl área de un triangulo equilátero de lado  l corresponde a: 	4	41	NULL	NULL	NULL	219867	A(l)= 4l²	121883	0	NULL	NULL
121883	D015.\nEl área de un triangulo equilátero de lado  l corresponde a: 	4	41	NULL	NULL	NULL	219868	A(l)= b*h / 2	121883	0	NULL	NULL
121883	D015.\nEl área de un triangulo equilátero de lado  l corresponde a: 	4	41	NULL	NULL	NULL	219869	A(l)= √3 l² / 4	121883	1	NULL	NULL
121883	D015.\nEl área de un triangulo equilátero de lado  l corresponde a: 	4	41	NULL	NULL	NULL	219870	A(l)= l * l² / 2	121883	0	NULL	NULL
121884	D015.\nEl intervalo (0,∞) corresponde al dominio de f(x)=x²	3	41	NULL	NULL	NULL	219871	falso	121884	1	NULL	NULL
121885	D017.\nSelecciona los cuatro grandes grupos en los cuales se clasifican los números reales. 	4	9	NULL	NULL	NULL	219872	Números Naturales	121885	1	NULL	NULL
121885	D017.\nSelecciona los cuatro grandes grupos en los cuales se clasifican los números reales. 	4	9	NULL	NULL	NULL	219873	Números Enteros	121885	1	NULL	NULL
121885	D017.\nSelecciona los cuatro grandes grupos en los cuales se clasifican los números reales. 	4	9	NULL	NULL	NULL	219874	Números Racionales	121885	1	NULL	NULL
121885	D017.\nSelecciona los cuatro grandes grupos en los cuales se clasifican los números reales. 	4	9	NULL	NULL	NULL	219875	Números Irracionales	121885	1	NULL	NULL
121885	D017.\nSelecciona los cuatro grandes grupos en los cuales se clasifican los números reales. 	4	9	NULL	NULL	NULL	219876	Números Imaginarios	121885	0	NULL	NULL
121885	D017.\nSelecciona los cuatro grandes grupos en los cuales se clasifican los números reales. 	4	9	NULL	NULL	NULL	219877	Números Fraccionarios	121885	0	NULL	NULL
121886	D017.\n¿Cuál es el número real que arroja como resultado en la siguiente expresión? 	2	9	NULL	NULL	NULL	219878	5	121886	1	NULL	NULL
121887	D017.\nEl número ¾ es un ejemplo de un número entero 	3	9	NULL	NULL	NULL	219879	falso	121887	1	NULL	NULL
121888	D017.\nEl valor de π (3.1415...) es un ejemplo de un número...	4	9	NULL	NULL	NULL	219880	natural	121888	0	NULL	NULL
121888	D017.\nEl valor de π (3.1415...) es un ejemplo de un número...	4	9	NULL	NULL	NULL	219881	entero	121888	0	NULL	NULL
121888	D017.\nEl valor de π (3.1415...) es un ejemplo de un número...	4	9	NULL	NULL	NULL	219882	racional	121888	0	NULL	NULL
121888	D017.\nEl valor de π (3.1415...) es un ejemplo de un número...	4	9	NULL	NULL	NULL	219883	irracional	121888	1	NULL	NULL
121889	D017.\nPara armar un rompecabezas se necesitan {t} piezas.\n¿Cuántas piezas se necesitan para armar {m} rompecabezas? 	5	9	NULL	NULL	NULL	219884	{t} * {m}	121889	1	NULL	NULL
121890	D017.\nPara armar un corredor, un carpintero necesita {h} horas.\n¿Cuántas horas se necesitan para armar {m} corredores? 	6	9	NULL	NULL	NULL	219885	{h} / {m}	121890	0	NULL	NULL
121890	D017.\nPara armar un corredor, un carpintero necesita {h} horas.\n¿Cuántas horas se necesitan para armar {m} corredores? 	6	9	NULL	NULL	NULL	219886	{m} / {h}	121890	0	NULL	NULL
121890	D017.\nPara armar un corredor, un carpintero necesita {h} horas.\n¿Cuántas horas se necesitan para armar {m} corredores? 	6	9	NULL	NULL	NULL	219887	{h} * {m}	121890	1	NULL	NULL
121890	D017.\nPara armar un corredor, un carpintero necesita {h} horas.\n¿Cuántas horas se necesitan para armar {m} corredores? 	6	9	NULL	NULL	NULL	219888	{h} + {m}	121890	0	NULL	NULL
121891	D019. \nEs una colección de elementos considerados en si mismo como un objeto	1	12	NULL	NULL	NULL	219889	conjunto	121891	1	NULL	NULL
121892	D019.\nSean los conjuntos A={8,4,3,5,9,1) y B={2,10,7,6}. ¿Cuál es el resultado de la operación A∩B?	2	12	NULL	NULL	NULL	219890	0	121892	1	NULL	NULL
121893	D019.\nSean los conjuntos A={1,3}, B={2,9}, C={1,2,3,9} y D={1,2,3,9}. El resultado de la operación de A∪B  es igual a D	3	12	NULL	NULL	NULL	219891	verdadero	121893	1	NULL	NULL
121894	D019.\nSean los conjuntos A={3,4,7,6}, B={1,3,4,9}, C={2,6,3,8} y D={9,7,6,1}. Completa lo siguiente 6 ∉ ... 	4	12	NULL	NULL	NULL	219892	C	121894	0	NULL	NULL
121894	D019.\nSean los conjuntos A={3,4,7,6}, B={1,3,4,9}, C={2,6,3,8} y D={9,7,6,1}. Completa lo siguiente 6 ∉ ... 	4	12	NULL	NULL	NULL	219893	A	121894	0	NULL	NULL
121894	D019.\nSean los conjuntos A={3,4,7,6}, B={1,3,4,9}, C={2,6,3,8} y D={9,7,6,1}. Completa lo siguiente 6 ∉ ... 	4	12	NULL	NULL	NULL	219894	B	121894	1	NULL	NULL
121894	D019.\nSean los conjuntos A={3,4,7,6}, B={1,3,4,9}, C={2,6,3,8} y D={9,7,6,1}. Completa lo siguiente 6 ∉ ... 	4	12	NULL	NULL	NULL	219895	D	121894	0	NULL	NULL
121895	D021.\nOperación básica de las matemáticas que permite distribuir un todo en partes iguales.\n	1	39	NULL	NULL	NULL	219896	division	121895	1	NULL	NULL
121896	D021.\nAl realizar la división 5325/3. ¿Cuál es el resultado?	2	39	NULL	NULL	NULL	219897	1775	121896	1	NULL	NULL
121897	D021.\nCuando se realiza una división de números enteros la cantidad resultante siempre es mayor que la cantidad  que se dividió	3	39	NULL	NULL	NULL	219898	falso	121897	1	NULL	NULL
121898	D021.\n¿Cuál es el resultado de realizar la división 10428/3?	4	39	NULL	NULL	NULL	219899	7643	121898	0	NULL	NULL
121898	D021.\n¿Cuál es el resultado de realizar la división 10428/3?	4	39	NULL	NULL	NULL	219900	4376	121898	0	NULL	NULL
121898	D021.\n¿Cuál es el resultado de realizar la división 10428/3?	4	39	NULL	NULL	NULL	219901	3476	121898	1	NULL	NULL
121898	D021.\n¿Cuál es el resultado de realizar la división 10428/3?	4	39	NULL	NULL	NULL	219902	6734	121898	0	NULL	NULL
121899	D023.\nNombre que recibe la operación de multiplicar por si mismo un numero dos o más veces. 	1	34	NULL	NULL	NULL	219903	potencia	121899	1	NULL	NULL
121900	D023.\nResuelve lo siguiente: (-6)³	2	34	NULL	NULL	NULL	219904	-216	121900	1	NULL	NULL
121901	D023.\nLa siguiente operación es correcta: (-3)²=-9	3	34	NULL	NULL	NULL	219905	falso	121901	1	NULL	NULL
121902	D023.\nEl resultado de la siguiente operación (-4)³ es igual a 	4	34	NULL	NULL	NULL	219906	-12	121902	0	NULL	NULL
121902	D023.\nEl resultado de la siguiente operación (-4)³ es igual a 	4	34	NULL	NULL	NULL	219907	-64	121902	1	NULL	NULL
121902	D023.\nEl resultado de la siguiente operación (-4)³ es igual a 	4	34	NULL	NULL	NULL	219908	12	121902	0	NULL	NULL
121902	D023.\nEl resultado de la siguiente operación (-4)³ es igual a 	4	34	NULL	NULL	NULL	219909	64	121902	0	NULL	NULL
121903	\nD021.\nEn un videojuego el número de pruebas que hay que superar en cada nivel es el doble de las del nivel anterior. Si en el nivel 1 hay dos pruebas cuantas habrá en el nivel {n} ?	6	34	NULL	NULL	NULL	219910	pow ( {n} , 2 )	121903	0	NULL	NULL
121903	\nD021.\nEn un videojuego el número de pruebas que hay que superar en cada nivel es el doble de las del nivel anterior. Si en el nivel 1 hay dos pruebas cuantas habrá en el nivel {n} ?	6	34	NULL	NULL	NULL	219911	pow ( 2 , {n} )	121903	1	NULL	NULL
121903	\nD021.\nEn un videojuego el número de pruebas que hay que superar en cada nivel es el doble de las del nivel anterior. Si en el nivel 1 hay dos pruebas cuantas habrá en el nivel {n} ?	6	34	NULL	NULL	NULL	219912	2 * {n}	121903	0	NULL	NULL
121903	\nD021.\nEn un videojuego el número de pruebas que hay que superar en cada nivel es el doble de las del nivel anterior. Si en el nivel 1 hay dos pruebas cuantas habrá en el nivel {n} ?	6	34	NULL	NULL	NULL	219913	18 * {n}	121903	0	NULL	NULL
121904	\nD025.\nLa jerarquía de operaciones es una convención matemática que establece el orden en que deben realizarse operaciones de cálculo combinados en un mismo enumerado matemático.\n	3	35	NULL	NULL	NULL	219914	verdadero	121904	1	NULL	NULL
121905	D025.\nResuelve:	2	35	NULL	NULL	NULL	219915	-17	121905	1	NULL	NULL
121906	D025.\nEl resultado de la operación presentada en la imagen es -8	3	35	NULL	NULL	NULL	219916	falso	121906	1	NULL	NULL
121907	D027.\n¿Cuál es el resultado de realizar la siguiente operación?\n	2	33	NULL	NULL	NULL	219917	-10	121907	1	NULL	NULL
121908	D027.\nEl resultado de la operación mostrada en la imagen es -6?	3	33	NULL	NULL	NULL	219918	falso	121908	1	NULL	NULL
121909	D027.\n¿Cuál es el resultado de 5(-1)+8(-3)+20 ?	4	33	NULL	NULL	NULL	219919	9	121909	0	NULL	NULL
121909	D027.\n¿Cuál es el resultado de 5(-1)+8(-3)+20 ?	4	33	NULL	NULL	NULL	219920	49	121909	0	NULL	NULL
121909	D027.\n¿Cuál es el resultado de 5(-1)+8(-3)+20 ?	4	33	NULL	NULL	NULL	219921	-9	121909	1	NULL	NULL
121909	D027.\n¿Cuál es el resultado de 5(-1)+8(-3)+20 ?	4	33	NULL	NULL	NULL	219922	39	121909	0	NULL	NULL
121910	D029.\nLuis y Pablo comen en la misma taquería, pero Luis asiste cada 20 días y Pablo cada 38. ¿Dentro de cuantos días volverán a encontrarse? \n	2	28	NULL	NULL	NULL	219923	380	121910	1	NULL	NULL
121911	D029.\n¿Cuál es el mínimo común múltiplo de 12,18 y 42?	4	28	NULL	NULL	NULL	219924	252	121911	1	NULL	NULL
121911	D029.\n¿Cuál es el mínimo común múltiplo de 12,18 y 42?	4	28	NULL	NULL	NULL	219925	325	121911	0	NULL	NULL
121911	D029.\n¿Cuál es el mínimo común múltiplo de 12,18 y 42?	4	28	NULL	NULL	NULL	219926	225	121911	0	NULL	NULL
121911	D029.\n¿Cuál es el mínimo común múltiplo de 12,18 y 42?	4	28	NULL	NULL	NULL	219927	255	121911	0	NULL	NULL
121912	D031.\nDetermina el resultado de la operación presentada en la imagen. 	2	99	NULL	NULL	NULL	219928	-21/16	121912	1	NULL	NULL
121913	D031.\n¿Cuál es el resultado de la operación presentada en la imagen?	4	99	NULL	NULL	NULL	219929	-7/23	121913	0	NULL	NULL
121913	D031.\n¿Cuál es el resultado de la operación presentada en la imagen?	4	99	NULL	NULL	NULL	219930	12/60	121913	0	NULL	NULL
121913	D031.\n¿Cuál es el resultado de la operación presentada en la imagen?	4	99	NULL	NULL	NULL	219931	-1/5	121913	1	NULL	NULL
121913	D031.\n¿Cuál es el resultado de la operación presentada en la imagen?	4	99	NULL	NULL	NULL	219932	-60/12	121913	0	NULL	NULL
121914	D033.\nDetermina el resultado de la operación presentada en la imagen. 	2	25	NULL	NULL	NULL	219933	-17/28	121914	1	NULL	NULL
121915	D033.\nLuis fue al mandado y compró lo siguiente: 3/4 kg de zanahoria, 1/2 kg de manzana, 1/4 kg de uvas y 1/5 kg de chile.\n¿Cuántos kg de verdura y frutas compró en total?	4	25	NULL	NULL	NULL	219938	10/17	121915	0	NULL	NULL
